id,model,config,task_id,failure_mode,auto_detected_patterns,test_code,error_output_summary,root_cause_category,specific_issue,proximity_to_success,recurring_pattern,notes
28,Qwen3-4B-Instruct-2507,"Two-Step, T=0.0",68859,Runtime,Needs manual review,"def test_get_activation():
    solution = Solution()
    assert solution.get_activation(""relu"") == ACT2FN[""relu""]","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
_activation_line12():
        solution = Solution()
>       assert solution.get_activation('relu') == ACT2FN['relu']
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:38: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <under_test.Solution object at 0x0000023CC315BBC0>
activation_string = 'relu'

    def get_activation(self, activation_string):
>       if activation_string in ACT2FN:
                                ^^^^^^
E       NameError: name 'ACT2FN' is not defined

under_test.py:23: NameError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_activation_line12 - NameError: name 'ACT2F...
============================== 1 failed in 4.47s ==============================",MissingDefinition,Test fails because the module-level dictionary ACT2FN is not defined in the scope of under_test.py.,near,missing ACT2FN,
29,Qwen3-4B-Instruct-2507,"Two-Step, T=0.0",12280,Runtime,Needs manual review,"def test_check_array():
    from sklearn.utils.validation import check_array
    import numpy as np

    # Test valid 2D array with default parameters
    X = [[1, 2, 3], [4, 5, 6]]
    result = check_array(X)
    assert result.shape == (2, 3)
    assert isinstance(result, np.ndarray)
    assert np.all(np.isfinite(result))

    # Test with ensure_non_negative=True and valid non-negative values
    X = [[1, 2], [3, 4]]
    result = check_array(X, ensure_non_negative=True)
    assert np.all(result >= 0)

    # Test with ensure_min_samples=2 and ensure_min_features=2
    X = [[1, 2], [3, 4], [5, 6]]
    result = check_array(X, ensure_min_samples=2, ensure_min_features=2)
    assert result.shape == (3, 2)

    # Test with sparse matrix (CSR format) and accept_sparse=True
    from scipy.sparse import csr_matrix
    sparse_X = csr_matrix([[1, 0, 3], [0, 2, 0]])
    result = check_array(sparse_X, accept_sparse='csr')
    assert sp.issparse(result)
    assert result.shape == (2, 3)

    # Test with dtype='numeric' and object dtype conversion
    X = [['a', 'b'], ['c', 'd']]
    result = check_array(X, dtype=""numeric"")
    assert result.dtype == np.float64","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
p
        X = [[1, 2, 3], [4, 5, 6]]
        result = check_array(X)
        assert result.shape == (2, 3)
        assert isinstance(result, np.ndarray)
        assert np.all(np.isfinite(result))
        X = [[1, 2], [3, 4]]
        result = check_array(X, ensure_non_negative=Tr
... [TRUNCATED] ...
  )
E               ValueError: dtype='numeric' is not compatible with arrays of bytes/strings.Convert your data to numeric values explicitly instead.

C:\Repos\slm-python-unit-test-benchmark\venv\Lib\site-packages\sklearn\utils\validation.py:1063: ValueError
=========================== short test summary info ===========================
FAILED test_generated.py::test_check_array_line146 - ValueError: dtype='numer...
============================== 1 failed in 2.84s ==============================",SemanticMisunderstanding,"Test passes a 2D array of strings and asks for dtype=""numeric"", which triggers a legitimate ValueError in check_array.",near,,
30,Qwen3-4B-Instruct-2507,"One-Step, T=0.0",27422,Runtime,Needs manual review,"def test_guess_scheme():
    solution = Solution()
    # Mock add_http_if_no_scheme to verify it is called when no file path is detected
    with patch('w3lib.url.add_http_if_no_scheme') as mock_add_http:
        result = solution.guess_scheme(""https://example.com"")
        assert result == ""https://example.com""
        mock_add_http.assert_not_called()

    # Test case that should trigger add_http_if_no_scheme (no scheme present)
    with patch('w3lib.url.add_http_if_no_scheme') as mock_add_http:
        result = solution.guess_scheme(""example.com"")
        assert result == ""http://example.com""
        mock_add_http.assert_called_once_with(""example.com"")","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
) as mock_add_http:
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:38: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
C:\Program Files\Python312\Lib\unittest\mock.py:1467: in __enter__
    original, local = self.get_ori
... [TRUNCATED] ...
           AttributeError: <module 'w3lib.url' from 'C:\\Repos\\slm-python-unit-test-benchmark\\venv\\Lib\\site-packages\\w3lib\\url.py'> does not have the attribute 'add_http_if_no_scheme'

C:\Program Files\Python312\Lib\unittest\mock.py:1437: AttributeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_guess_scheme_line18 - AttributeError: <module ...
============================== 1 failed in 1.09s ==============================",MockingError,"Test tries to patch add_http_if_no_scheme in w3lib.url, but the attribute does not exist in that module.",near,,
31,Qwen3-4B-Instruct-2507,"One-Step, T=0.0",56372,Assertion,Value mismatch; Unexpected None,"def test_get_environment_proxies():
    solution = Solution()
    with patch(""ipaddress.IPv4Address"") as mock_ipv4_address:
        mock_ipv4_address.side_effect = lambda x: None
        with patch(""ipaddress.IPv4Network"") as mock_ipv4_network:
            mock_ipv4_network.side_effect = lambda x: None
            with patch(""ipaddress.IPv6Address"") as mock_ipv6_address:
                mock_ipv6_address.side_effect = lambda x: None
                with patch(""ipaddress.IPv6Network"") as mock_ipv6_network:
                    mock_ipv6_network.side_effect = lambda x: None
                        # Mock getproxies to return a proxy dictionary with no_proxy containing an IPv4 address
                    with patch(""urllib.request.getproxies"") as mock_getproxies:
                        mock_getproxies.return_value = {
                            ""http"": ""192.168.1.100"",
                            ""https"": ""192.168.1.101"",
                            ""no"": ""192.168.1.100""
                        }
                        result = solution.get_environment_proxies()
                        assert ""all://192.168.1.100"" in result
                        assert result[""all://192.168.1.100""] is None","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
_ipv6_network:
                        mock_ipv6_network.side_effect = lambda x: None
                        with patch('urllib.request.getproxies') as mock_getproxies:
                            mock_getproxies.return_value = {'http': '192.168.1.100', 'https': '192.168.1.101', 'no': '192.168.1.100'}
                            result = solution.get_environment_proxies()
>                           assert 'all://192.168.1.100' in result
E                           AssertionError: assert 'all://192.168.1.100' in {}

test_generated.py:49: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_environment_proxies_line21 - AssertionErro...
============================== 1 failed in 0.27s ==============================",SemanticMisunderstanding,"Test expects the mocked proxies to be transformed into environment proxies, but the function returned an empty dictionary.",moderate,returned empty dict for proxies,
32,Qwen3-4B-Instruct-2507,"One-Step, T=0.0",44348,Assertion,Value mismatch; Unexpected None,"def test_consume_prefix_in_state_dict_if_present():
    solution = Solution()
    state_dict = {
        ""module.weight"": 1,
        ""module.bias"": 2,
        ""layer1.weight"": 3,
        ""layer1.bias"": 4,
        """": None,
        ""module.layer1.weight"": 5
    }
    state_dict[""_metadata""] = {
        """": ""ddp_metadata"",
        ""module"": ""module_metadata"",
        ""module.layer1.weight"": ""layer1_weight_metadata""
    }
    solution.consume_prefix_in_state_dict_if_present(state_dict, ""module."")
    assert state_dict[""weight""] == 1
    assert state_dict[""bias""] == 2
    assert state_dict[""layer1.weight""] == 3
    assert state_dict[""layer1.bias""] == 4
    assert state_dict[""module.layer1.weight""] == 5
    assert ""module"" not in state_dict[""_metadata""]
    assert ""module.layer1.weight"" not in state_dict[""_metadata""]
    assert state_dict[""_metadata""][""""] == ""ddp_metadata""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
    solution = Solution()
        state_dict = {'module.weight': 1, 'module.bias': 2, 'layer1.weight': 3, 'layer1.bias': 4, '': None, 'module.layer1.weight': 5}
        state_dict['_metadata'] = {'': 'ddp_metadata', 'module': 'module_metadata', 'module.layer1.weight': 'layer1_weight_metadata'}
        solution.consume_prefix_in_state_dict_if_present(state_dict, 'module.')
        assert state_dict['weight'] == 1
        assert state_dict['bias'] == 2
>       assert state_dict['layer1.weight'] == 3
E       assert 5 == 3

test_generated.py:43: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_consume_prefix_in_state_dict_if_present_line23
============================== 1 failed in 0.15s ==============================",IncorrectAssertion,Test asserts an incorrect value after prefix consumption because it did not account for a key collision where module.layer1.weight overwrites layer1.weight.,near,,
33,Qwen3-4B-Instruct-2507,"Two-Step, T=0.0",24238,Assertion,Value mismatch,"def test_peek_filelike_length():
    import io
    solution = Solution()
    # Test with a real file object (assuming file exists, using temporary file or mock)
    # Using BytesIO as a seekable file-like object that supports tell() and seek()
    stream = io.BytesIO(b""test data"")
    assert solution.peek_filelike_length(stream) == 11","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
===========================
______________________ test_peek_filelike_length_line30 _______________________

    def test_peek_filelike_length_line30():
        import io
        solution = Solution()
        stream = io.BytesIO(b'test data')
>       assert solution.peek_filelike_length(stream) == 11
E       assert 9 == 11
E        +  where 9 = peek_filelike_length(<_io.BytesIO object at 0x0000023B307EB1F0>)
E        +    where peek_filelike_length = <under_test.Solution object at 0x0000023B306C3C80>.peek_filelike_length

test_generated.py:40: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_peek_filelike_length_line30 - assert 9 == 11
============================== 1 failed in 0.23s ==============================",IncorrectAssertion,"Test asserts that the length of b'test data' is 11, but its actual length is 9.",high,,
34,Qwen3-4B-Instruct-2507,"Two-Step, T=0.0",56372,Assertion,Value mismatch; Unexpected None,"def test_get_environment_proxies():
    from unittest.mock import patch, MagicMock
    solution = Solution()

    # Mock getproxies to return a dictionary with http and https proxies, and no_proxy without '*'
    proxy_info = {
        ""http"": ""http://proxy1.example.com"",
        ""https"": ""https://proxy2.example.com"",
        ""no"": ""example.com,google.com""
    }

    with patch('urllib.request.getproxies', return_value=proxy_info):
        assert solution.get_environment_proxies() == {
            ""http://"": ""http://proxy1.example.com"",
            ""https://"": ""https://proxy2.example.com"",
            ""all://*example.com"": None,
            ""all://*google.com"": None
        }","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
: 'https://proxy2.example.com', 'all://*example.com': None, 'all://*google.com': None}
E           AssertionError: assert {} == {'all://*exam....example.com'}
E             
E             Right contains 4 more items:
E             {'all://*example.com': None,
E              'all://*google.com': None,
E              'http://': 'http://proxy1.example.com',
E              'https://': 'https://proxy2.example.com'}
E             ...
E             
E             ...Full output truncated (8 lines hidden), use '-vv' to show

test_generated.py:41: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_environment_proxies_line21 - AssertionErro...
============================== 1 failed in 0.24s ==============================",SemanticMisunderstanding,"Test expects the function to return a populated dictionary of proxies, but it returns an empty dictionary.",moderate,returned empty dict for proxies,
35,Qwen3-4B-Instruct-2507,"One-Step, T=0.0",34966,Assertion,Value mismatch,"def test_dict_to_sequence():
    solution = Solution()
    # Test case where d is a regular dict (has items method)
    test_dict = {""a"": 1, ""b"": 2}
    result = solution.dict_to_sequence(test_dict)
    assert isinstance(result, tuple), ""Expected tuple result from dict_to_sequence""
    assert len(result) == 2, ""Expected two items in the result tuple""
    assert result[0] == (""a"", 1), ""First item should be ('a', 1)""
    assert result[1] == (""b"", 2), ""Second item should be ('b', 2)""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
========================
________________________ test_dict_to_sequence_line27 _________________________

    def test_dict_to_sequence_line27():
        solution = Solution()
        test_dict = {'a': 1, 'b': 2}
        result = solution.dict_to_sequence(test_dict)
>       assert isinstance(result, tuple), 'Expected tuple result from dict_to_sequence'
E       AssertionError: Expected tuple result from dict_to_sequence
E       assert False
E        +  where False = isinstance(dict_items([('a', 1), ('b', 2)]), tuple)

test_generated.py:40: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_dict_to_sequence_line27 - AssertionError: Expe...
============================== 1 failed in 0.22s ==============================",SemanticMisunderstanding,"Test expects dict_to_sequence to return a tuple, but it returns a dict_items view object.",near,dict_items instead of sequence,
36,Qwen3-4B-Instruct-2507,"Two-Step, T=0.0",15279,Assertion,Value mismatch; Unexpected None,"def test_iter_slices():
    solution = Solution()
    assert list(solution.iter_slices(""hello world"", None)) == [""hello"", "" world""]
    assert list(solution.iter_slices(""abcdef"", -1)) == [""abcdef""]","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
e27 ___________________________

    def test_iter_slices_line27():
        solution = Solution()
>       assert list(solution.iter_slices('hello world', None)) == ['hello', ' world']
E       AssertionError: assert ['hello world'] == ['hello', ' world']
E         
E         At index 0 diff: 'hello world' != 'hello'
E         Right contains one more item: ' world'
E         
E         Full diff:
E           [
E         -     'hello',...
E         
E         ...Full output truncated (4 lines hidden), use '-vv' to show

test_generated.py:38: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_iter_slices_line27 - AssertionError: assert ['...
============================== 1 failed in 0.24s ==============================",IncorrectAssertion,"Test asserts that iter_slices splits the string into words, but it actually yields the entire string as a single slice.",high,,
37,Qwen3-4B-Instruct-2507,"Two-Step, T=0.0",35148,Assertion,Value mismatch; Unexpected None,"def test_clean_jsonl_line():
    solution = Solution()
    assert solution.clean_jsonl_line(""{'a': 1"") is None
    assert solution.clean_jsonl_line(""'{a: 1}"") is None
    assert solution.clean_jsonl_line(""{'a': 1}"") == {'a': 1}","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
_________________ test_clean_jsonl_line_line16 _________________________

    def test_clean_jsonl_line_line16():
        solution = Solution()
        assert solution.clean_jsonl_line(""{'a': 1"") is None
        assert solution.clean_jsonl_line(""'{a: 1}"") is None
>       assert solution.clean_jsonl_line(""{'a': 1}"") == {'a': 1}
E       assert None == {'a': 1}
E        +  where None = clean_jsonl_line(""{'a': 1}"")
E        +    where clean_jsonl_line = <under_test.Solution object at 0x0000026DF4293DD0>.clean_jsonl_line

test_generated.py:40: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_clean_jsonl_line_line16 - assert None == {'a': 1}
============================== 1 failed in 0.17s ==============================",IncorrectAssertion,Test passes an invalid JSON string (single quotes instead of double quotes) and expects it to be successfully parsed.,high,,
38,Qwen3-4B-Instruct-2507,"One-Step, T=0.0",22716,Assertion,Value mismatch,"def test_strip_url():
    solution = Solution()
    result = solution.strip_url(""http://user:pass@localhost:80/path?query=1#fragment"", strip_credentials=True, strip_default_port=True, origin_only=False, strip_fragment=True)
    assert result == ""http://localhost/path""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
    solution = Solution()
        result = solution.strip_url('http://user:pass@localhost:80/path?query=1#fragment', strip_credentials=True, strip_default_port=True, origin_only=False, strip_fragment=True)
>       assert result == 'http://localhost/path'
E       AssertionError: 
... [TRUNCATED] ...
lhost/path'
E         
E         - http://localhost/path
E         + http://localhost/path?query=1
E         ?                      ++++++++

test_generated.py:44: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_strip_url_line34 - AssertionError: assert 'htt...
FAILED test_generated.py::test_strip_url_line39 - AssertionError: assert 'htt...
============================== 2 failed in 0.83s ==============================",IncorrectAssertion,"Test asserts that the query parameter is stripped, but strip_url does not strip query parameters by default.",high,YES,
39,Qwen3-4B-Instruct-2507,"Two-Step, T=0.0",22716,Assertion,Value mismatch,"def test_strip_url():
    solution = Solution()
    assert solution.strip_url(""http://user:pass@example.com:80/path?query#fragment"", 
                              strip_credentials=True, 
                              strip_default_port=True, 
                              origin_only=False, 
                              strip_fragment=True) == ""http://example.com/""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
_url_line34 ____________________________

    def test_strip_url_line34():
        solution = Solution()
>       assert solution.strip_url('http://user:pass@example.com:80/path?query#fragment', strip_credentials=True, strip_default_port=True, origin_only=False, strip_fragment=True) == 'http://example.com/'
E       AssertionError: assert 'http://examp...om/path?query' == 'http://example.com/'
E         
E         - http://example.com/
E         + http://example.com/path?query
E         ?                    ++++++++++

test_generated.py:38: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_strip_url_line34 - AssertionError: assert 'htt...
============================== 1 failed in 0.90s ==============================",IncorrectAssertion,"Test asserts that the path and query are stripped, but the function retains them.",high,YES,
40,Qwen3-4B-Instruct-2507,"Two-Step, T=0.0",44348,Assertion,Value mismatch,"def test_consume_prefix_in_state_dict_if_present():
    from collections import OrderedDict
    import torch

    # Create a mock state_dict with metadata, simulating a DDP-trained model state_dict
    state_dict = OrderedDict({
        'module.conv1.weight': torch.randn(3, 3, 3, 3),
        'module.conv1.bias': torch.randn(3),
        'module.fc1.weight': torch.randn(10, 3),
        'module.fc1.bias': torch.randn(10),
    })
    state_dict._metadata = {
        'module': 'metadata_for_module',
        'module.conv1.weight': 'metadata_for_conv1_weight',
        'module.conv1.bias': 'metadata_for_conv1_bias',
        'module.fc1.weight': 'metadata_for_fc1_weight',
        'module.fc1.bias': 'metadata_for_fc1_bias',
    }

    solution = Solution()
    solution.consume_prefix_in_state_dict_if_present(state_dict, ""module."")

    # Verify that the prefix was stripped from both keys and metadata
    assert 'conv1.weight' in state_dict and 'conv1.bias' in state_dict and 'fc1.weight' in state_dict and 'fc1.bias' in state_dict
    assert 'conv1.weight' not in state_dict.keys() and 'conv1.bias' not in state_dict.keys()  # Actually, it should be stripped
    assert 'conv1.weight' in state_dict and 'conv1.bias' in state_dict  # Corrected: after stripping, keys should be without prefix
    assert state_dict['conv1.weight'] is state_dict['module.conv1.weight']  # Same value, just key changed
    assert 'module' not in state_dict._metadata
    assert 'conv1.weight' in state_dict._metadata","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
  import torch
        state_dict = OrderedDict({'module.conv1.weight': torch.randn(3, 3, 3, 3), 'module.conv1.bias': torch.randn(3), 'module.fc1.weight': torch.randn(10, 3), 'module.fc1.bias': torch.randn(10)})
        state_dict._metadata = {'module': 'metadata_for_module', 'm
... [TRUNCATED] ...
 -0.4223, -0.0331],\n        [ 0.2773,  0.3285, -0.3583],\n        [ 0.0114, -1.6601,  0.3673]]), 'fc1.bias': tensor([ 0.5168,  0.0312, -0.1529,  0.6401, -0.0685,  0.9517,  0.3916,  0.0025,\n        -0.3309, -0.5247])}).keys

test_generated.py:44: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_consume_prefix_in_state_dict_if_present_line23
============================== 1 failed in 3.09s ==============================",SemanticMisunderstanding,Test asserts state_dict['conv1.weight'] is state_dict['module.conv1.weight'] but the original key 'module.conv1.weight' was popped/removed from the dictionary.,moderate,,
41,gemma-3-4b-it,"Two-Step, T=0.0",27422,Runtime,Incomplete test structure,"from unittest.mock import patch, MagicMock
from typing import List

def test_guess_scheme():
    with patch('w3lib.url.add_http_if_no_scheme', MagicMock(return_value=""http://example.com"")):
        solution = Solution()
        assert solution.guess_scheme(""example.com"") == ""http://example.com""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
://example.com')):
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:40: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
C:\Program Files\Python312\Lib\unittest\mock.py:1467: in
... [TRUNCATED] ...
           AttributeError: <module 'w3lib.url' from 'C:\\Repos\\slm-python-unit-test-benchmark\\venv\\Lib\\site-packages\\w3lib\\url.py'> does not have the attribute 'add_http_if_no_scheme'

C:\Program Files\Python312\Lib\unittest\mock.py:1437: AttributeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_guess_scheme_line18 - AttributeError: <module ...
============================== 1 failed in 2.12s ==============================",MockingError,"Test attempts to patch add_http_if_no_scheme in w3lib.url, which does not exist in that module.",near,,
42,gemma-3-4b-it,"One-Step, T=0.0",22716,Runtime,Needs manual review,"def test_strip_url():
    with patch('w3lib.url.add_or_replace_parameter') as mock_add_or_replace_parameter, \
            patch('w3lib.url._any_to_uri') as mock_any_to_uri, \
            patch('w3lib.url._parse_url') as mock_parse_url, \
            patch('urllib.parse.ParseResult') as mock_parse_result, \
            patch('urllib.parse.urlunparse') as mock_urlunparse:
        mock_parse_url.return_value = mock_parse_result.return_value
        mock_parse_result.return_value.netloc = 'user:password@example.com:80/path?query#fragment'
        mock_urlunparse.return_value = 'http://user:password@example.com/path?query#fragment'
        result = solution.strip_url(url='http://user:password@example.com:80/path?query#fragment', strip_credentials=True, origin_only=True)
        assert result == 'http://example.com//?query#fragment'
        mock_parse_url.assert_called_once_with('http://user:password@example.com:80/path?query#fragment')","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
eter, patch('w3lib.url._any_to_uri') as mock_any_to_uri, patch('w3lib.url._parse_url') as mock_parse_url, patch('urllib.parse.ParseResult') as mock_parse_result, patch('urllib.parse.urlunparse') as mock_urlunparse:
                                                                
... [TRUNCATED] ...
       )
E           AttributeError: <module 'w3lib.url' from 'C:\\Repos\\slm-python-unit-test-benchmark\\venv\\Lib\\site-packages\\w3lib\\url.py'> does not have the attribute '_any_to_uri'

C:\Program Files\Python312\Lib\unittest\mock.py:1437: AttributeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_strip_url_line34 - AttributeError: <module 'w3...
============================== 1 failed in 0.98s ==============================",MockingError,"Test attempts to patch _any_to_uri in w3lib.url, which does not exist.",near,,
43,gemma-3-4b-it,"Two-Step, T=0.0",63159,Runtime,Wrong function signature; Type mismatch,"import unittest
from unittest.mock import patch, MagicMock
import os

class Solution:  #13
    def run_cosmic_ray_analysis(self, source_code_str, test_code_str, per_test_timeout=10, overall_timeout=600) -> dict:  #14
        result_dict = {  #15
            ""mutation_score"": 0.0, ""total_mutants"": 0, ""killed_mutants"": 0,  #16
            ""survived_mutants"": 0, ""log"": """", ""error"": None  #17
        }  #18
        tmpdir = tempfile.mkdtemp(prefix=""cosmic_ray_"")  #19
  #20
        try:  #21
            work_dir = Path(tmpdir)  #22
  #23
            # 1. Write Files  #24
            (work_dir / ""under_test.py"").write_text(source_code_str, encoding='utf-8')  #25
            (work_dir / ""test_mutation.py"").write_text(test_code_str, encoding='utf-8
... [TRUNCATED] ...
.CompletedProcess(returncode=0, stdout="""", stderr="""")):
        solution = Solution()
        source_code = """"""
def add(x, y):
    return x + y
""""""
        test_code = """"""
assert add(1, 2) == 3
""""""
        expected_result = {
            ""mutation_score"": 0.0, ""total_mutants"": 0, ""killed_mutants"": 0,
            ""survived_mutants"": 0, ""log"": """", ""error"": None
        }
        actual_result = solution.run_cosmic_ray_analysis(source_code, test_code)
        assert actual_result == expected_result","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
urncode=0, stdout='', stderr='')), patch('cosmic_ray.cli.dump', return_value=subprocess.CompletedProcess(returncode=0, stdout='', stderr='')):
                                                                                                                                                                                                                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
E       TypeError: CompletedProcess.__init__() missing 1 required positional argument: 'args'

test_generated.py:109: TypeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_run_cosmic_ray_analysis_line48 - TypeError: Co...
============================== 1 failed in 0.20s ==============================",MockingError,Test mocks a function to return subprocess.CompletedProcess but omits the required args parameter in the constructor.,near,,
44,gemma-3-4b-it,"Two-Step, T=0.0",92301,Runtime,Needs manual review,"def test_get_hash_fn_by_name():
    solution = Solution()
    assert solution.get_hash_fn_by_name(""md5"") == ValueError(""Unsupported hash function: md5"")","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...

        Args:
            hash_fn_name: Name of the hash function.
    
        Returns:
            A hash function.
        """"""
        if hash_fn_name == ""sha256"":
            return sha256
        if hash_fn_name == ""sha256_cbor"":
            return sha256_cbor
        if hash_fn_name == ""xxhash"":
            return xxhash
        if hash_fn_name == ""xxhash_cbor"":
            return xxhash_cbor
    
>       raise ValueError(f""Unsupported hash function: {hash_fn_name}"")
E       ValueError: Unsupported hash function: md5

under_test.py:39: ValueError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_hash_fn_by_name_line19 - ValueError: Unsup...
============================== 1 failed in 0.18s ==============================",SemanticMisunderstanding,"Test expects the function to return a ValueError object, but the function raises the ValueError instead.",near,,
45,gemma-3-4b-it,"Two-Step, T=0.0",20164,Runtime,Needs manual review,"import argparse
import subprocess
import os
import logging
import time
import shutil

class Solution:
    def parse_args(self):
        """"""Parses command-line arguments.""""""
        parser = argparse.ArgumentParser(description=""Run SLM benchmark experiments."")
        parser.add_argument(
            ""--quick-test"",
            action=""store_true"",
            help=""Run only 1 run, 1 model, 1 temp for pipeline verification.""
        )
        # Optional: Allow defining number of passes manually, default is 3
        parser.add_argument(""--passes"", type=int, default=3, help=""Number of sequential passes (runs) to perform."")
        return parser.parse_args()

def test_parse_args():
    solution = Solution()
    args = solution.parse_args()
    assert args.description == ""Run SLM benchmark experiments.""
    assert args.quick_test is False
    assert args.passes == 3
    assert ""--quick-test"" in vars(args)
    assert ""--passes"" in vars(args)","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
^^^^^^^^^^^^^^^^^^^

test_generated.py:54: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
test_generated.py:50: in parse_args
    return parser.parse_args()
           ^^^^^^^^^^^^^^^^^^^
C:\Program Files\Python312\Lib\argparse.py:1908: in parse
... [TRUNCATED] ...
ystemExit: 2

C:\Program Files\Python312\Lib\argparse.py:2637: SystemExit
---------------------------- Captured stderr call -----------------------------
usage: __main__.py [-h] [--quick-test] [--passes PASSES]
__main__.py: error: unrecognized arguments: test_generated.py -v
=========================== short test summary info ===========================
FAILED test_generated.py::test_parse_args_line19 - SystemExit: 2
============================== 1 failed in 0.29s ==============================",EnvironmentMismatch,"Test calls argparse.ArgumentParser.parse_args() without arguments, which mistakenly parses the pytest command-line arguments and exits.",near,parse_args SystemExit,
